,compound,positive,negative,neutral
3734,0.8519,0.624,0.0,0.376
3735,0.4404,0.592,0.0,0.408
3736,0.4754,0.508,0.0,0.492
3737,0.0,0.0,0.0,1.0
3738,0.6249,0.672,0.0,0.328
3739,0.5994,0.661,0.0,0.339
3740,0.4927,0.516,0.0,0.484
3741,0.4902,0.284,0.0,0.716
3742,0.0,0.0,0.0,1.0
3743,0.6249,0.672,0.0,0.328
3744,0.0,0.0,0.0,1.0
3745,0.5994,0.71,0.0,0.29
3746,0.0772,0.085,0.0,0.915
3747,0.6249,0.577,0.0,0.423
3748,0.5106,0.452,0.0,0.548
3749,0.802,0.643,0.0,0.357
3750,0.0,0.0,0.0,1.0
3751,0.7328,0.245,0.0,0.755
3752,0.0,0.0,0.0,1.0
3753,0.6249,0.672,0.0,0.328
3754,0.6249,0.451,0.0,0.549
3755,0.6249,0.577,0.0,0.423
3756,0.6892,0.484,0.0,0.516
3757,0.6249,0.577,0.0,0.423
3758,0.0,0.0,0.0,1.0
3759,0.4767,0.383,0.0,0.617
3760,0.0,0.0,0.0,1.0
3761,0.6249,0.672,0.0,0.328
3762,0.0,0.0,0.0,1.0
3763,0.4215,0.737,0.0,0.263
3764,0.0,0.0,0.0,1.0
3765,0.0,0.0,0.0,1.0
3766,0.4767,0.508,0.0,0.492
3767,-0.128,0.283,0.244,0.472
3768,0.4767,0.437,0.0,0.563
3769,0.0,0.0,0.0,1.0
3770,0.4019,0.574,0.0,0.426
3771,0.6249,0.577,0.0,0.423
3772,0.0,0.0,0.0,1.0
3773,0.4404,0.744,0.0,0.256
3774,0.0258,0.184,0.176,0.64
3775,0.4767,0.256,0.0,0.744
3776,0.6249,0.577,0.0,0.423
3777,0.6249,0.506,0.0,0.494
3778,0.4404,0.592,0.0,0.408
3779,0.6249,0.672,0.0,0.328
3780,0.6249,0.577,0.0,0.423
3781,0.0,0.0,0.0,1.0
3782,0.6249,0.672,0.0,0.328
3783,0.0,0.0,0.0,1.0
3784,0.0,0.0,0.0,1.0
3785,0.4404,0.42,0.0,0.58
3786,0.5859,0.487,0.0,0.513
3787,0.0,0.0,0.0,1.0
3788,0.6249,0.672,0.0,0.328
3789,0.4404,0.744,0.0,0.256
3790,0.6249,0.672,0.0,0.328
3791,0.8672,0.47,0.0,0.53
3792,0.6249,0.577,0.0,0.423
3793,0.4404,0.592,0.0,0.408
3794,0.4019,0.351,0.0,0.649
3795,0.6369,0.677,0.0,0.323
3796,0.6249,0.672,0.0,0.328
3797,-0.4215,0.0,0.583,0.417
3798,0.0,0.0,0.0,1.0
3799,-0.3769,0.114,0.176,0.709
3800,0.0,0.0,0.0,1.0
3801,0.5859,0.487,0.0,0.513
3802,0.6249,0.672,0.0,0.328
3803,0.0,0.0,0.0,1.0
3804,0.6249,0.577,0.0,0.423
3805,0.6249,0.672,0.0,0.328
3806,0.4767,0.383,0.0,0.617
3807,0.8221,0.655,0.0,0.345
3808,0.6249,0.577,0.0,0.423
3809,0.6369,0.583,0.0,0.417
3810,0.296,0.688,0.0,0.312
3811,0.6249,0.672,0.0,0.328
3812,0.7034,0.617,0.0,0.383
3813,0.4404,0.744,0.0,0.256
3814,0.0,0.0,0.0,1.0
3815,0.4215,0.737,0.0,0.263
3816,0.4215,0.583,0.0,0.417
3817,0.4404,0.744,0.0,0.256
3818,0.4215,0.483,0.0,0.517
3819,0.0,0.0,0.0,1.0
3820,0.0,0.0,0.0,1.0
3821,0.4754,0.607,0.0,0.393
3822,-0.296,0.0,0.355,0.645
3823,0.3612,0.385,0.0,0.615
3824,0.0,0.0,0.0,1.0
3825,0.6249,0.672,0.0,0.328
3826,0.0,0.0,0.0,1.0
3827,0.0,0.0,0.0,1.0
3828,0.6249,0.672,0.0,0.328
3829,0.0,0.0,0.0,1.0
3830,0.0,0.0,0.0,1.0
3831,0.0,0.0,0.0,1.0
3832,0.4927,0.313,0.0,0.687
3833,0.0,0.0,0.0,1.0
3834,0.296,0.688,0.0,0.312
3835,0.4404,0.744,0.0,0.256
3836,0.0,0.0,0.0,1.0
3837,0.0,0.0,0.0,1.0
3838,0.4927,0.516,0.0,0.484
3839,-0.4019,0.0,0.403,0.597
3840,-0.5216,0.0,0.627,0.373
3841,0.0,0.0,0.0,1.0
3842,0.0,0.0,0.0,1.0
3843,0.4404,0.492,0.0,0.508
3844,0.4215,0.412,0.0,0.588
3845,0.0,0.0,0.0,1.0
3846,0.4404,0.42,0.0,0.58
3847,0.2732,0.412,0.0,0.588
3848,0.7845,0.58,0.0,0.42
3849,0.4215,0.737,0.0,0.263
3850,0.0,0.0,0.0,1.0
3851,0.8807,0.405,0.0,0.595
3852,0.5719,0.381,0.0,0.619
3853,0.0,0.0,0.0,1.0
3854,0.4215,0.483,0.0,0.517
3855,0.0,0.0,0.0,1.0
3856,0.0,0.0,0.0,1.0
3857,0.6369,0.583,0.0,0.417
3858,0.6369,0.512,0.0,0.488
3859,0.4215,0.583,0.0,0.417
3860,0.2732,0.412,0.0,0.588
3861,0.6369,0.375,0.0,0.625
3862,0.0,0.0,0.0,1.0
3863,0.0,0.0,0.0,1.0
3864,0.0,0.0,0.0,1.0
3865,0.4927,0.516,0.0,0.484
3866,0.5379,0.465,0.0,0.535
3867,0.0,0.0,0.0,1.0
3868,0.6249,0.672,0.0,0.328
3869,0.0,0.0,0.0,1.0
3870,0.0,0.0,0.0,1.0
3871,-0.4466,0.0,0.746,0.254
3872,0.0,0.0,0.0,1.0
3873,0.6249,0.451,0.0,0.549
3874,-0.6486,0.0,0.346,0.654
3875,0.0,0.0,0.0,1.0
3876,0.4754,0.436,0.0,0.564
3877,0.3182,0.158,0.082,0.76
3878,0.0,0.0,0.0,1.0
3879,0.0,0.0,0.0,1.0
3880,0.0,0.0,0.0,1.0
3881,0.6249,0.672,0.0,0.328
3882,0.0,0.0,0.0,1.0
3883,0.4215,0.412,0.0,0.588
3884,0.0,0.0,0.0,1.0
3885,0.0,0.0,0.0,1.0
3886,0.6369,0.808,0.0,0.192
3887,0.6249,0.672,0.0,0.328
3888,0.8555,0.737,0.0,0.263
3889,0.8625,0.324,0.0,0.676
3890,0.9382,0.585,0.0,0.415
3891,0.631,0.509,0.0,0.491
3892,0.0,0.0,0.0,1.0
3893,0.4404,0.492,0.0,0.508
3894,0.6369,0.677,0.0,0.323
3895,0.0,0.0,0.0,1.0
3896,0.0,0.0,0.0,1.0
3897,0.6249,0.672,0.0,0.328
3898,0.6249,0.577,0.0,0.423
3899,0.6249,0.672,0.0,0.328
3900,0.3384,0.324,0.0,0.676
3901,0.6249,0.577,0.0,0.423
3902,0.0,0.0,0.0,1.0
3903,0.4754,0.436,0.0,0.564
3904,0.1531,0.191,0.151,0.658
3905,0.6249,0.672,0.0,0.328
3906,0.6249,0.804,0.0,0.196
3907,0.6369,0.512,0.0,0.488
3908,0.4767,0.383,0.0,0.617
3909,0.802,0.545,0.0,0.455
3910,0.0,0.0,0.0,1.0
3911,0.0,0.0,0.0,1.0
3912,0.0,0.0,0.0,1.0
3913,0.0,0.0,0.0,1.0
3914,0.4215,0.737,0.0,0.263
3915,0.5859,0.655,0.0,0.345
3916,0.4215,0.583,0.0,0.417
3917,0.6249,0.369,0.0,0.631
3918,0.0,0.0,0.0,1.0
3919,0.4215,0.412,0.0,0.588
3920,0.6249,0.672,0.0,0.328
3921,0.6249,0.506,0.0,0.494
3922,0.4404,0.492,0.0,0.508
3923,0.6249,0.451,0.0,0.549
3924,0.6369,0.512,0.0,0.488
3925,0.6249,0.577,0.0,0.423
3926,0.6369,0.677,0.0,0.323
3927,0.0,0.0,0.0,1.0
3928,0.5994,0.62,0.0,0.38
3929,0.4767,0.383,0.0,0.617
3930,0.0,0.0,0.0,1.0
3931,0.0,0.0,0.0,1.0
3932,0.7003,0.254,0.0,0.746
3933,0.6249,0.506,0.0,0.494
3934,-0.5256,0.0,0.404,0.596
3935,0.6369,0.677,0.0,0.323
3936,0.6249,0.672,0.0,0.328
3937,0.4404,0.592,0.0,0.408
3938,0.6249,0.672,0.0,0.328
3939,0.4927,0.39,0.0,0.61
3940,0.0,0.0,0.0,1.0
3941,0.5307,0.275,0.162,0.563
3942,0.0,0.0,0.0,1.0
3943,0.0,0.0,0.0,1.0
3944,0.4404,0.744,0.0,0.256
3945,0.5719,0.481,0.0,0.519
3946,0.6249,0.506,0.0,0.494
3947,0.0,0.0,0.0,1.0
3948,0.6249,0.672,0.0,0.328
3949,0.0,0.0,0.0,1.0
3950,0.0,0.0,0.0,1.0
3951,0.4215,0.583,0.0,0.417
3952,0.6249,0.672,0.0,0.328
3953,0.4215,0.483,0.0,0.517
3954,0.4404,0.744,0.0,0.256
3955,0.0,0.0,0.0,1.0
3956,0.4215,0.737,0.0,0.263
3957,0.4019,0.31,0.0,0.69
3958,0.0,0.0,0.0,1.0
3959,0.0,0.0,0.0,1.0
3960,0.6249,0.506,0.0,0.494
3961,0.6249,0.577,0.0,0.423
3962,0.7906,0.583,0.0,0.417
3963,0.6249,0.672,0.0,0.328
3964,0.6705,0.44,0.0,0.56
3965,0.6249,0.506,0.0,0.494
3966,0.0,0.0,0.0,1.0
3967,0.6249,0.577,0.0,0.423
3968,0.6249,0.577,0.0,0.423
3969,0.4404,0.492,0.0,0.508
3970,0.0,0.0,0.0,1.0
3971,0.6249,0.672,0.0,0.328
3972,0.4404,0.592,0.0,0.408
3973,0.6249,0.804,0.0,0.196
3974,0.7739,0.31,0.0,0.69
3975,0.659,0.523,0.0,0.477
3976,0.4404,0.592,0.0,0.408
3977,0.5994,0.71,0.0,0.29
3978,0.5106,0.32,0.0,0.68
3979,0.0,0.0,0.0,1.0
3980,0.0772,0.245,0.0,0.755
3981,0.0,0.0,0.0,1.0
3982,0.0,0.0,0.0,1.0
3983,0.9392,0.084,0.061,0.856
3984,0.6249,0.577,0.0,0.423
3985,0.9535,0.085,0.058,0.857
3986,-0.3818,0.092,0.204,0.704
3987,0.4754,0.436,0.0,0.564
3988,0.3612,0.556,0.0,0.444
3989,0.7482,0.472,0.0,0.528
3990,0.6369,0.677,0.0,0.323
3991,0.0,0.0,0.0,1.0
3992,0.0572,0.234,0.0,0.766
3993,0.6249,0.577,0.0,0.423
3994,0.0,0.0,0.0,1.0
3995,0.3612,0.385,0.0,0.615
3996,0.0,0.0,0.0,1.0
3997,0.0,0.0,0.0,1.0
3998,0.4404,0.492,0.0,0.508
3999,0.0772,0.206,0.0,0.794
4000,0.6369,0.677,0.0,0.323
4001,0.0,0.0,0.0,1.0
4002,0.6249,0.672,0.0,0.328
4003,0.2732,0.412,0.0,0.588
4004,0.0,0.0,0.0,1.0
4005,0.34,0.595,0.0,0.405
4006,0.0,0.0,0.0,1.0
4007,0.6249,0.804,0.0,0.196
4008,0.4215,0.219,0.0,0.781
4009,0.6369,0.677,0.0,0.323
4010,0.4404,0.42,0.0,0.58
4011,0.802,0.477,0.0,0.523
4012,0.4767,0.383,0.0,0.617
4013,0.6369,0.583,0.0,0.417
4014,0.6249,0.506,0.0,0.494
4015,0.4404,0.492,0.0,0.508
4016,0.4927,0.516,0.0,0.484
4017,0.0,0.0,0.0,1.0
4018,0.4404,0.592,0.0,0.408
4019,0.6369,0.583,0.0,0.417
4020,0.4404,0.492,0.0,0.508
4021,0.0,0.0,0.0,1.0
4022,0.4215,0.583,0.0,0.417
4023,0.4215,0.737,0.0,0.263
4024,0.128,0.151,0.123,0.726
4025,0.6249,0.506,0.0,0.494
4026,0.4404,0.492,0.0,0.508
4027,0.4404,0.744,0.0,0.256
4028,0.4404,0.592,0.0,0.408
4029,0.6249,0.672,0.0,0.328
4030,0.4215,0.737,0.0,0.263
4031,0.4767,0.437,0.0,0.563
4032,0.2732,0.259,0.0,0.741
4033,0.6249,0.577,0.0,0.423
4034,0.4215,0.737,0.0,0.263
4035,0.6249,0.369,0.0,0.631
4036,0.6249,0.672,0.0,0.328
4037,0.7184,0.6,0.0,0.4
4038,0.3182,0.535,0.0,0.465
4039,0.0,0.0,0.0,1.0
4040,0.6249,0.804,0.0,0.196
4041,0.4754,0.382,0.0,0.618
4042,0.6249,0.506,0.0,0.494
4043,0.0,0.0,0.0,1.0
4044,0.5994,0.495,0.0,0.505
4045,0.6249,0.804,0.0,0.196
4046,0.0,0.0,0.0,1.0
4047,0.0,0.0,0.0,1.0
4048,0.34,0.405,0.0,0.595
4049,0.5994,0.71,0.0,0.29
4050,0.0,0.0,0.0,1.0
4051,0.0772,0.302,0.0,0.698
4052,0.6369,0.677,0.0,0.323
4053,0.6249,0.369,0.0,0.631
4054,0.5719,0.316,0.0,0.684
4055,0.4927,0.444,0.0,0.556
4056,0.6249,0.804,0.0,0.196
4057,0.7003,0.537,0.0,0.463
4058,0.4767,0.383,0.0,0.617
4059,0.4404,0.244,0.0,0.756
4060,0.0,0.0,0.0,1.0
4061,0.6249,0.672,0.0,0.328
4062,0.4927,0.39,0.0,0.61
4063,0.6249,0.451,0.0,0.549
4064,0.6249,0.672,0.0,0.328
4065,0.4767,0.383,0.0,0.617
4066,0.0,0.0,0.0,1.0
4067,0.4754,0.436,0.0,0.564
4068,0.4767,0.383,0.0,0.617
4069,0.4019,0.574,0.0,0.426
4070,0.6249,0.672,0.0,0.328
4071,0.802,0.507,0.0,0.493
4072,0.0,0.0,0.0,1.0
4073,0.0,0.0,0.0,1.0
4074,0.6249,0.406,0.0,0.594
4075,0.2732,0.412,0.0,0.588
4076,-0.34,0.0,0.545,0.455
4077,0.4215,0.483,0.0,0.517
4078,-0.5256,0.0,0.326,0.674
4079,0.765,0.688,0.0,0.312
4080,0.6249,0.672,0.0,0.328
4081,0.8508,0.734,0.0,0.266
4082,0.4404,0.492,0.0,0.508
4083,0.5719,0.481,0.0,0.519
4084,0.0,0.0,0.0,1.0
4085,0.4215,0.483,0.0,0.517
4086,0.6249,0.577,0.0,0.423
4087,0.6369,0.677,0.0,0.323
4088,0.6369,0.677,0.0,0.323
4089,0.4215,0.737,0.0,0.263
4090,0.6249,0.804,0.0,0.196
4091,0.34,0.688,0.0,0.312
